source_id,name,latitude,longitude,distance_from_aeos_m,intersection_type,control_type,osm_node_ids,source_review_needed,verified,snapshot_base,source_url,license
gw-b43db248a5e3,Sankey Road signal,12.98691,77.588623,8462,midblock_or_single_road,unknown,4058224571,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-abe214dbc63a,Subedar Chatram Road signal,12.989027,77.573957,8491,midblock_or_single_road,unknown,294084044,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d95de183e7b3,Palace Road signal,12.98627,77.588758,8532,midblock_or_single_road,unknown,5558663806,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5a9e17ba5aeb,Sankey Road × Millers Road,12.986116,77.589605,8544,junction,unknown,254665635;3751677693,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-71a5ce7cddee,Jalahalli Cross,13.040002,77.518414,8581,junction,unknown,308072451;426823702;701736119,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-84480b554b72,Subedar Chatram Road × Acharya Govind Vittal Bhave Road,12.987826,77.574263,8612,junction,unknown,294083863,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6ab9e7714811,Mahakavi Kuvempu Road × 20th Main Road,12.997773,77.55087,8617,junction,unknown,1109138335;3919864572;5558684112;12759075011;13392355626;13392355627,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bf508fb7ac3a,Kumara Krupa Road × Hare Krishna Road,12.986497,77.579705,8629,junction,unknown,11268445211;11268445212;11268445213;11268445214,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-994936e58fe3,St. John's Road × Saint John's Church Road,12.988578,77.617244,8629,junction,unknown,12943244668;12943244669;12943244670;12943244671,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f206ad14b03f,5th Cross Road × Dr. Rajkumar Road,12.994898,77.55513,8652,junction,unknown,1521036326;4703663956,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f0b8f2f49324,Modi Hospital Main Road × WOC,12.997559,77.550104,8682,junction,unknown,1109138343;3919864571,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5d87b8902c17,Millers Road × Raj Bhavan Road,12.984731,77.588542,8705,junction,unknown,8504197414;11286303328,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ad97ba058055,Queen's Road signal,12.984566,77.597259,8709,midblock_or_single_road,unknown,2462936984,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fff4d5ac6f18,Doctor B R Ambedkar Veedhi signal,12.984196,77.596936,8749,midblock_or_single_road,unknown,1523537390,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9a103df98917,Devaraj Urs Road signal,12.984299,77.588304,8754,midblock_or_single_road,unknown,11286303319,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fcde204c6ea1,Palace Road × Race Course Road,12.984271,77.587836,8761,junction,unknown,11286303320;11286303321,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-55dd411df49e,Hare Krishna Road × Race Course Road,12.984475,77.58228,8806,junction,unknown,3676198961;5372295313;7276500322;12147929620;12429482558;13929364694;13929364695,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-331b059c3216,Saint John's Church Road × Assayee Road,12.987331,77.619276,8827,junction,unknown,1516426367;1843585356,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3757a22b6b2e,Doctor B R Ambedkar Veedhi × Infantry Road,12.983249,77.595759,8850,junction,unknown,2382016055;2386067856;10121050218,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d59d0bba8fbc,Unnamed signal,12.9872,77.620013,8866,midblock_or_single_road,unknown,13377674281,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-df6c166f13f9,Unnamed signal,12.98678,77.619491,8893,midblock_or_single_road,unknown,1516426402,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a3c5547426d4,Tumkur Road × Coconut Garden Road,13.042422,77.514674,8897,junction,unknown,571438265;1054665120;6033543943,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-43fe87f36422,Infantry Road × Queen's Road,12.982838,77.597048,8900,junction,unknown,294081382;11342970532,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-783debfdbbda,High Tension Road × Peenya Inner Ring Road,13.028531,77.519703,8915,junction,unknown,419638282,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-03c7650d2ad7,5th Main Road × Sri M Thimmaiah Road,12.997452,77.546377,8920,junction,unknown,13392355632;13392355633;13392355634;13392355635,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-bf340125609c,Peenya Inner Ring Road signal,13.025877,77.52077,8942,junction,unknown,308072410;1794666983,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d2a063c7c63f,Platform Road × Dhanvanthari Road,12.984796,77.572109,8997,junction,unknown,294082867;308063197;2014710885;2014710915;2014710929;2014710951;2014710968;6904892124,True,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-740b2dcbd2b7,Doctor B R Ambedkar Veedhi × Raj Bhavan Road,12.981847,77.594706,9005,junction,unknown,11684233293;11684233294;11684233295;12147813610,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-652d015ce6a6,Palace Road signal,12.981716,77.586707,9054,midblock_or_single_road,unknown,12138994485;12138994486,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2fb752c32724,Siddhaiah Puranik Road × Modi Hospital Main Road,12.999345,77.541127,9096,junction,unknown,12441867995;12441867996;12441867997;12441867998,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-63cc7c7c396a,Queen's Road signal,12.981032,77.59713,9101,pedestrian_crossing,unknown,10016225617;13451926992,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6668d9c89afe,Jumma Masjid Road × Bowring Hospital Road,12.981566,77.605412,9119,junction,unknown,343594553,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-eb680b1ac38f,Cubbon Road × Queen's Road,12.980691,77.597556,9141,junction,unknown,11286314186;11434604018;11434604019,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a401521777fb,12th Main Road × 41st Cross Road,12.98995,77.554411,9173,junction,unknown,446860595,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fef371b1c819,Central Street × Infantry Road,12.980743,77.602906,9177,junction,unknown,254665681,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e52a1241b064,Banaswadi Main Road signal,13.013314,77.661987,9188,midblock_or_single_road,unknown,343322076,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-8ce9b01d25c6,Unnamed signal,13.013534,77.662421,9211,midblock_or_single_road,unknown,343462692,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6f781b3f6cb0,Service Road signal,13.012934,77.662128,9225,midblock_or_single_road,unknown,7485457399,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-94a6b0f2ea80,Infantry Road × Lady Curzon Road,12.980407,77.603862,9226,junction,unknown,254665683,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a670ec4dd3eb,Ramamurthinagar Main Road signal,13.01313,77.662519,9246,midblock_or_single_road,unknown,7485457400,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-34222105c060,Kamaraj Road × Dispensary Road,12.980924,77.610072,9270,junction,unknown,249082234;1837445468;10123663920,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-272446c6b3c1,Sheshadri Road × W H Hanumanthappa Road,12.980585,77.576956,9331,junction,unknown,428853824;10121158786;12139240707;13397050517,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-4939c9176e67,Central Street × Cubbon Road,12.979191,77.602423,9344,junction,unknown,3305876073;13266242070;13266242072,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cc0b887385e6,Kalidasa Road × Sheshadri Road,12.979576,77.58182,9352,junction,unknown,428853845;9629025771;9930001009,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0eb396303352,Chord Road × 8th Main Road,12.990113,77.550655,9355,junction,unknown,448116638;448116639;12068481099;12068481101,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7b0cb718b485,Subedar Chatram Road × Sheshadri Road,12.980773,77.57465,9364,junction,unknown,286681888;1560168999;1636623257;12123536071,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e053cc03cca7,Main Guard Cross Road × Infantry Road,12.97925,77.607014,9398,junction,unknown,13954289419;13954289420,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-319a4beb1cac,12th Main Road × 50th Cross Road,12.987549,77.554288,9416,junction,unknown,446860594,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-25a3ec44bc78,Bagalgunte Main Road × Hesaraghatta Main Road,13.056721,77.507279,9428,junction,unknown,9691908049;13245249367,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-74268e133511,Hesaraghatta Main Road signal,13.059452,77.50697,9444,midblock_or_single_road,unknown,13245249368;13245249369,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-c72775aaf1aa,Doctor B R Ambedkar Veedhi signal,12.977887,77.590953,9451,midblock_or_single_road,unknown,286965860,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-675d4525ad1e,Doctor B R Ambedkar Veedhi signal,12.977585,77.590487,9486,midblock_or_single_road,unknown,1726152644,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e5a7aa7ab28f,Unnamed signal,12.97756,77.590931,9487,midblock_or_single_road,unknown,10123826914,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d8c473910192,Gubbi Thotadappa Road × Khodays Circle,12.980094,77.571036,9532,junction,unknown,1636820456;1636820490;3755576616;10015684285,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b6e34a5caea0,Main Guard Cross Road signal,12.97799,77.606714,9532,pedestrian_crossing,unknown,1837595259,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b14672b35df8,Unnamed signal,12.981843,77.622996,9534,midblock_or_single_road,unknown,1698055256,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1529d87b3c82,80 Feet Road signal,12.983417,77.560311,9558,midblock_or_single_road,unknown,11065720756,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-70e53638fc6f,Bhaskaran Road signal,12.981509,77.622843,9564,pedestrian_crossing,unknown,12144670572,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9f3ea28316a7,Murphy Road signal,12.981592,77.62322,9568,pedestrian_crossing,unknown,26529553,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-5a1108788a2f,Queen's Road signal,12.976845,77.599295,9577,midblock_or_single_road,unknown,1650305509,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9eb882cbc4bf,Tumkur Road × Hesaraghatta Main Road,13.045373,77.50733,9596,junction,unknown,3833983041;3856885384;9691908031;9691908032;10274836884,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-3b984535c72d,Dr. Rajkumar Road × Vatal Nagaraj Road,12.983001,77.560298,9601,junction,unknown,1111557424;11065720738;12985420289,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-00ddd20cdde9,Mahatma Gandhi Road signal,12.976583,77.599514,9608,midblock_or_single_road,unknown,11342900898;12147816740,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cd0a0caf8652,Kasturba Road signal,12.976523,77.598994,9611,midblock_or_single_road,unknown,1232686144,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6ea8350ebbea,Chord Road × Sri M Thimmaiah Road,12.987843,77.549923,9613,junction,unknown,308232380;308232865;12068481103;12507214389,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e3071855f6a7,Dhanvanthari Road signal,12.978705,77.57323,9623,junction,unknown,5558684129;10035532963,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d4618b532d13,Saint Mark's Road × Mahatma Gandhi Road,12.976564,77.601822,9629,junction,unknown,3305876069;10016346057;11283488131;11283488139,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-825fca539e8a,Sheshadri Road signal,12.976158,77.58702,9668,midblock_or_single_road,unknown,10978687900,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ea510c311716,Doctor B R Ambedkar Veedhi signal,12.975802,77.587617,9702,midblock_or_single_road,unknown,10978687899;10978687901,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b3b66ca1df8f,Old Post Office Road signal,12.975728,77.586763,9717,midblock_or_single_road,unknown,10978687898,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9ce0d2717717,12th Main Road × Channakrishnayya Road,12.984447,77.554163,9730,junction,unknown,1111583828;12507214356;12507214357;12507214358,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-81b5ddf763ca,Murphy Road signal,12.981751,77.628541,9757,pedestrian_crossing,unknown,431524344;3304182907;3304182912,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0cce72abaa64,"Kirloskar Layout Main Road × Airforce station Road, Chimney Hills",13.066683,77.50332,9841,junction,unknown,433833664;10274940012,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f503438830ea,Mahatma Gandhi Road signal,12.975228,77.607787,9853,midblock_or_single_road,unknown,11464483508,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-9bf39a73b320,Kamaraj Road signal,12.975142,77.608165,9869,midblock_or_single_road,unknown,334482516;1837445421,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ae96a23726e5,Dickenson Road × Halasuru Road,12.976311,77.614763,9877,junction,unknown,1837783520;12452734629;12452734630,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-07eee6a4e20f,Swamy Vivekananda Road × Murphy Road,12.981622,77.631309,9889,pedestrian_crossing,unknown,251082959;12538092507;12538092508,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-c215fc400965,Subedar Chatram Road signal,12.975533,77.575984,9903,midblock_or_single_road,unknown,11071026806;12421958514,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1e35b60068b3,3rd Main Road × High Tension Road,13.025096,77.511113,9919,junction,unknown,483412094,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7c826323d257,Thambuchettypalya Main Road × Horamavu Road,13.019999,77.674496,9927,junction,unknown,442438288,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e44358a4ff8f,Dhanvanthari Road × Kempegowda Road,12.975482,77.574768,9935,junction,unknown,294083347;12421958517;12421958518,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-dd5768cd5d48,Kempegowda Road signal,12.975136,77.576375,9938,midblock_or_single_road,unknown,294083513;347295433,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e5596ffedaf3,Swamy Vivekananda Road × Kadirayyanapalya Main Road,12.98255,77.634728,9953,junction,unknown,1213632636,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-4d6c86aa0610,Dickenson Road × Cubbon Road,12.975373,77.614369,9970,junction,unknown,249082188;1837783512;1837783514,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-687faf711b3f,National Public School Circle,12.984461,77.549183,9980,midblock_or_single_road,unknown,308232384,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-0a7fa0ee7ff5,B.V.K. Iyengar Road × Kalidasa Road,12.974317,77.578266,9990,junction,unknown,10231033892;11390080363;11390080364,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-018bc49c5036,National Public School Circle,12.984323,77.548878,10009,junction,unknown,308232862;12068481105,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ec576f639d44,Residency Road × Mahatma Gandhi Road,12.974317,77.611128,10013,junction,unknown,4044263598;4044263599;9984551452,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ec1c482b04ed,Bhaskaran Road signal,12.976351,77.620308,10026,midblock_or_single_road,unknown,6341774848,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-c991f7ac209d,Palace Road signal,12.973325,77.581299,10048,midblock_or_single_road,unknown,12134062487,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1d063ba283d5,Indiranagar Double Road signal,12.982919,77.637438,10050,midblock_or_single_road,unknown,3352035441;6901551440,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-e4f5e63ebe80,Gangadhar Chetty Road signal,12.976015,77.620178,10058,midblock_or_single_road,unknown,6341774847,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f42f6ad8a4dc,Tank Bund Road signal,12.974285,77.575033,10060,midblock_or_single_road,unknown,13396930899;13396930900,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-fbb748a810da,Kasturba Road × Vittal Mallya Road,12.972071,77.594015,10092,junction,unknown,428420881;4058224812;4058224830;10783592398;11342975178;12673415800,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-92b00686acde,Mysore Bank Circle,12.97289,77.581431,10094,junction,unknown,249087971;1087824452;9140200248;11420343302,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-36025517af9b,Bhaskaran Road signal,12.975668,77.620245,10097,midblock_or_single_road,unknown,6341774849,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-44c431ac289d,Swamy Vivekananda Road signal,12.984069,77.640536,10100,midblock_or_single_road,unknown,251145689;432501724,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-27685cf46d88,Swamy Vivekananda Road × Yellamma Koil Street,12.978419,77.628561,10101,junction,unknown,253521405;12538092510,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-6982e55c1d00,TCM Royan Road × Gubbi Thotadappa Road,12.974774,77.570694,10114,junction,unknown,347295554;679993212;13659423696,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2374be9bc52e,100 Feet Road signal,12.98377,77.640542,10129,midblock_or_single_road,unknown,736207271,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-dffd3b6153a6,Mahatma Gandhi Road × Dickenson Road,12.973778,77.613913,10132,junction,unknown,2694706128;7686283259;13451926946,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-19de6b54897e,Channakrishnayya Road signal,12.980253,77.553823,10165,midblock_or_single_road,unknown,13701933452,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-927d1223eea8,Magadi Road × Old Mysuru Road,12.975854,77.564462,10190,junction,unknown,1820423092;1931866158;4703697696,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cdd8aafbc52b,Bhaskaran Road × Halasuru Road,12.974669,77.620003,10197,junction,unknown,26529522;3980460302,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-db108966a124,Residency Road × Brigade Road,12.971967,77.60696,10199,junction,unknown,248459796;11286580549,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-72cc4e93a633,Swamy Vivekananda Road × 80 Feet Road,12.98568,77.645085,10203,junction,unknown,253179978;3370456536;10291078965,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cdb4fd1ab7b5,Dr. Rajkumar Road signal,12.979872,77.553814,10204,midblock_or_single_road,unknown,13701933464;13701946301,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2af1f317c1d8,Swamy Vivekananda Road signal,12.987095,77.648239,10263,midblock_or_single_road,unknown,11801662688;11801662689,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-2cbdb1dd2e90,Swamy Vivekananda Road × Suranjandas Road,12.986794,77.647819,10264,junction,unknown,432501735;14136326749,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-1a1e7162c56a,Residency Road × Museum Road,12.970802,77.604763,10298,junction,unknown,12120691271;12120691272,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-ba344ffce522,Swamy Vivekananda Road × Shivashankar Road,12.975024,77.625334,10333,junction,unknown,287911537;3730964461;12006381703;12531390543,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-edf77ff92439,Siddhaiah Puranik Road × 1st Main Road,12.987958,77.537487,10340,junction,unknown,446860580;9603588754;12441126037;12441867942,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-cdec10228aba,Mahatma Gandhi Road signal,12.972603,77.619473,10403,midblock_or_single_road,unknown,3170035581;10560858053,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-64a90d23f950,Swamy Vivekananda Road signal,12.972707,77.620161,10411,midblock_or_single_road,unknown,3170035580;3170035583,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f4f3224c9844,Magrath Road × Commissariat Road,12.970399,77.61028,10426,junction,unknown,60952479;1454651894;11854316025,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-d92ebe41941d,Swamy Vivekananda Road × Srinivasapura Main Road,12.989997,77.654787,10432,junction,unknown,481750173,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-7beccdabc0b6,Trinity Church Road signal,12.972246,77.619479,10441,midblock_or_single_road,unknown,1460720463,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-f1c81223061c,Indiranagar Double Road × Chinmaya Mission Hospital Road,12.978252,77.636715,10477,junction,unknown,253521398;1212302913;1404460897;1404460899,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-a7b0f9c4a2d5,Swamy Vivekananda Road × Varthuru Road,12.991166,77.657188,10499,junction,unknown,355427675;355427677;11338711006,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-46509885bc46,Richmond Road × Trinity Church Road,12.971501,77.619476,10521,junction,unknown,2999494951;2999530964;11707460670,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-b7587522dfe0,Kasturba Road signal,12.968053,77.589125,10552,midblock_or_single_road,unknown,663313897,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-84667bce806d,Nrupatunga Road signal,12.968152,77.587344,10553,midblock_or_single_road,unknown,287793968,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
gw-8572439dd2e0,Residency Road × Saint Mark's Road,12.967982,77.600293,10568,junction,unknown,248455465;1548748220;11496183648,False,False,2026-09-05T07:43:36Z,https://www.thetraffic.in/data/intersections.v1.json,ODbL-1.0
